1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
i,would,not,recommend,this,place	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overall,i,wasn't,very,impressed,with,noca	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,gyro,was,basically,lettuce,only	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrible,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thoroughly,disappointed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,don't,each,much,pasta,but,i,love,the,homemade,/hand,made,pastas,and,thin,pizzas,here	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
give,it,a,try,you,will,be,happy,you,did	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by,far,the,best,cheesecurds,we,have,ever,had	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reasonably,priced,also	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,was,perfect,the,night,we,were,in	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,food,is,very,good,for,your,typical,bar,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,a,drive,to,get,there	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at,first,glance,it,is,a,lovely,bakery,cafe,-,nice,ambiance,clean,friendly,staff	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyway,i,do,not,think,i,will,go,back,there	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
point,your,finger,at,any,item,on,the,menu,order,it,and,you,won't,be,disappointed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oh,this,is,such,a,thing,of,beauty,this,restaurant	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,haven't,gone,here,go,now	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,greasy,unhealthy,meal	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,time,there,and,might,just,be,the,last	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
those,burgers,were,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
similarly,the,delivery,man,did,not,say,a,word,of,apology,when,our,food,was,45,minutes,late	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,it,was,way,to,expensive	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be,sure,to,order,dessert,even,if,you,need,to,pack,it,to-go,-,the,tiramisu,and,cannoli,are,both,to,die,for	,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,was,my,first,time,and,i,can't,wait,until,the,next	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,bartender,was,also,nice	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,was,good,and,tasty	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,place,is,two,thumbs,upway,up	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,best,place,in,vegas,for,breakfast,(just,check,out,a,sat,or,sun	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,love,authentic,mexican,food,and,want,a,whole,bunch,of,interesting,yet,delicious,meats,to,choose,from,you,need,to,try,this,place	,,,,,,,,,,,,,,,,,,,,,,,,,
terrible,management	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,excellent,new,restaurant,by,an,experienced,frenchman	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,there,were,zero,stars,i,would,give,it,zero,stars	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,steak,great,sides,great,wine,amazing,desserts	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,martini,ever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,steak,and,the,shrimp,are,in,my,opinion,the,best,entrees,at,gc	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,the,opportunity,today,to,sample,your,amazing,pizzas	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,waited,for,thirty,minutes,to,be,seated,(although,there,were,8,vacant,tables,and,we,were,the,only,folks,waiting)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,yellowtail,carpaccio,was,melt,in,your,mouth,fresh	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,won't,try,going,back,there,even,if,it's,empty	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no,i'm,going,to,eat,the,potato,that,i,found,some,strangers,hair,in,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,spicy,enough,perfect,actually	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,night,was,my,second,time,dining,here,and,i,was,so,happy,i,decided,to,go,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,even,a,"""hello",we,will,be,right,with,"you""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,desserts,were,a,bit,strange	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,boyfriend,and,i,came,here,for,the,first,time,on,a,recent,trip,to,vegas,and,could,not,have,been,more,pleased,with,the,quality,of,food,and,service	,,,,,,,,,,,,,,,,,,,,
i,really,do,recommend,this,place,you,can,go,wrong,with,this,donut,place	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nice,ambiance	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,would,recommend,saving,room,for,this	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,guess,maybe,we,went,on,an,off,night,but,it,was,disgraceful	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,my,recent,experience,at,this,particular,location,was,not,so,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,know,this,is,not,like,the,other,restaurants,at,all,something,is,very,off,here	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avoid,this,establishment	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,think,this,restaurant,suffers,from,not,trying,hard,enough	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,of,the,tapas,dishes,were,delicious	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,*heart*,this,place	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,salad,had,a,bland,vinegrette,on,the,baby,greens,and,hearts,of,palm	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after,two,i,felt,disgusting	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,good,time	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,believe,that,this,place,is,a,great,stop,for,those,with,a,huge,belly,and,hankering,for,sushi	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generous,portions,and,great,taste	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,will,never,go,back,to,this,place,and,will,never,ever,recommended,this,place,to,anyone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,servers,went,back,and,forth,several,times,not,even,so,much,as,an,"""are",you,being,"helped""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food,was,delicious	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,hour,seriously	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,consider,this,theft	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eew,this,location,needs,a,complete,overhaul	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,recently,witnessed,her,poor,quality,of,management,towards,other,guests,as,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waited,and,waited,and,waited	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,also,came,back,to,check,on,us,regularly,excellent,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
our,server,was,super,nice,and,checked,on,us,many,times	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,pizza,tasted,old,super,chewy,in,not,a,good,way	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,swung,in,to,give,them,a,try,but,was,deeply,disappointed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,was,good,and,the,company,was,better	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,staff,are,also,very,friendly,and,efficient	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,for,the,service:,i'm,a,fan,because,it's,quick,and,you're,being,served,by,some,nice,folks	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boy,was,that,sucker,dry	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
over,rated	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,look,for,authentic,thai,food,go,else,where	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
their,steaks,are,100%,recommended	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after,i,pulled,up,my,car,i,waited,for,another,15,minutes,before,being,acknowledged	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,food,and,great,service,in,a,clean,and,friendly,setting	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,in,all,i,can,assure,you,i'll,be,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,hate,those,things,as,much,as,cheap,quality,black,olives	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,breakfast,was,perpared,great,with,a,beautiful,presentation,of,3,giant,slices,of,toast,lightly,dusted,with,powdered,sugar	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,kids,play,area,is,nasty	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,place,fo,take,out,or,eat,in	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,waitress,was,friendly,and,happy,to,accomodate,for,vegan/veggie,options	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omg,i,felt,like,i,had,never,eaten,thai,food,until,this,dish	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,extremely,"""crumby""",and,pretty,tasteless	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,a,pale,color,instead,of,nice,and,char,and,has,no,flavor	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,croutons,also,taste,homemade,which,is,an,extra,plus	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,got,home,to,see,the,driest,damn,wings,ever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it'll,be,a,regular,stop,on,my,trips,to,phoenix	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,really,enjoyed,crema,café,before,they,expanded;,i,even,told,friends,they,had,the,best,breakfast	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,good,for,the,money	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,miss,it,and,wish,they,had,one,in,philadelphia	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,got,sitting,fairly,fast,but,ended,up,waiting,40,minutes,just,to,place,our,order,another,30,minutes,before,the,food,arrived	,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,also,have,the,best,cheese,crisp,in,town	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,value,great,food,great,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
couldn't,ask,for,a,more,satisfying,meal	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,food,is,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,awesome	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,just,wanted,to,leave	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,made,the,drive,all,the,way,from,north,scottsdale,and,i,was,not,one,bit,disappointed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,will,not,be,eating,there,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,owners,really,really,need,to,quit,being,soooooo,cheap,let,them,wrap,my,freaking,sandwich,in,two,papers,not,one	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,checked,out,this,place,a,couple,years,ago,and,was,not,impressed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,chicken,i,got,was,definitely,reheated,and,was,only,ok,the,wedges,were,cold,and,soggy	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sorry,i,will,not,be,getting,food,from,here,anytime,soon,:(	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,absolute,must,visit	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cow,tongue,and,cheek,tacos,are,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,friend,did,not,like,his,bloody,mary	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
despite,how,hard,i,rate,businesses,its,actually,rare,for,me,to,give,a,star	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,really,want,to,make,your,experience,a,good,one	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,will,not,return	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,the,chicken,pho,and,it,tasted,very,bland	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,disappointing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,grilled,chicken,was,so,tender,and,yellow,from,the,saffron,seasoning	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,drive,thru,means,you,do,not,want,to,wait,around,for,half,an,hour,for,your,food,but,somehow,when,we,end,up,going,here,they,make,us,wait,and,wait	,,,,,,,,,,,,,,,,,,
pretty,awesome,place	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambience,is,perfect	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,of,luck,to,the,rude,and,non-customer,service,focused,new,management	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
any,grandmother,can,make,a,roasted,chicken,better,than,this,one	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,asked,multiple,times,for,the,wine,list,and,after,some,time,of,being,ignored,i,went,to,the,hostess,and,got,one,myself	,,,,,,,,,,,,,,,,,,,,,,,,,,
the,staff,is,always,super,friendly,and,helpful,which,is,especially,cool,when,you,bring,two,small,boys,and,a,baby	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
four,stars,for,the,food,&,the,guy,in,the,blue,shirt,for,his,great,vibe,&,still,letting,us,in,to,eat,	,,,,,,,,,,,,,,,,,,,,,,,,,,
the,roast,beef,sandwich,tasted,really,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
same,evening,him,and,i,are,both,drastically,sick	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-quality,chicken,on,the,chicken,caesar,salad	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordered,burger,rare,came,in,we'll,done	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,were,promptly,greeted,and,seated	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tried,to,go,here,for,lunch,and,it,was,a,madhouse	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,proven,dead,wrong,by,this,sushi,bar,not,only,because,the,quality,is,great,but,the,service,is,fast,and,the,food,impeccable	,,,,,,,,,,,,,,,,,,,,,,,,,
after,waiting,an,hour,and,being,seated,i,was,not,in,the,greatest,of,moods	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,a,good,joint	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,macarons,here,are,insanely,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'm,not,eating,here	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
our,waiter,was,very,attentive,friendly,and,informative	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,if,they,weren't,cold,they,would,have,been,somewhat,edible	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,place,has,a,lot,of,promise,but,fails,to,deliver	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,bad,experience	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what,a,mistake	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food,was,average,at,best	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,won't,be,going,back,anytime,soon	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,very,disappointed,ordered,the,$35,big,bay,plater	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,place,to,relax,and,have,an,awesome,burger,and,beer	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,perfect,for,a,sit-down,family,meal,or,get,together,with,a,few,friends	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,much,flavor,to,them,and,very,poorly,constructed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,patio,seating,was,very,comfortable	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,fried,rice,was,dry,as,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hands,down,my,favorite,italian,restaurant	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that,just,screams,"""legit""",in,my,booksomethat's,also,pretty,rare,here,in,vegas	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,just,not,a,fun,experience	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,atmosphere,was,great,with,a,lovely,duo,of,violinists,playing,songs,we,requested	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,personally,love,the,hummus,pita,baklava,falafels,and,baba,ganoush,(it's,amazing,what,they,do,with,eggplant)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,convenient,since,we,were,staying,at,the,mgm	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,owners,are,super,friendly,and,the,staff,is,courteous	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
both,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eclectic,selection	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,sweet,potato,tots,were,good,but,the,onion,rings,were,perfection,or,as,close,as,i,have,had	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,staff,was,very,attentive	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,the,chef,was,generous,with,his,time,(even,came,around,twice,so,we,can,take,pictures,with,him)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,owner,used,to,work,at,nobu,so,this,place,is,really,similar,for,half,the,price	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,mediocre,and,i,imagine,smashburger,will,pop,up	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dont,go,here	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,promise,they,won't,disappoint	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,a,sushi,lover,avoid,this,place,by,all,means	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what,a,great,double,cheeseburger	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awesome,service,and,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,fantastic,neighborhood,gem,	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,can't,wait,to,go,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,plantains,were,the,worst,i've,ever,tasted	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,a,great,place,and,i,highly,recommend,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,was,slow,and,not,attentive	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,gave,it,5,stars,then,and,i'm,giving,it,5,stars,now	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
your,staff,spends,more,time,talking,to,themselves,than,me	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert:,panna,cotta,was,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,good,food,great,atmosphere,	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damn,good,steak	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total,brunch,fail	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prices,are,very,reasonable,flavors,are,spot,on,the,sauce,is,home,made,and,the,slaw,is,not,drenched,in,mayo	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,decor,is,nice,and,the,piano,music,soundtrack,is,pleasant	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,steak,was,amazingrge,fillet,relleno,was,the,best,seafood,plate,i,have,ever,had	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,food,"",good,service,	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,absolutely,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,probably,won't,be,back,to,be,honest	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
will,definitely,be,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,sergeant,pepper,beef,sandwich,with,auju,sauce,is,an,excellent,sandwich,as,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawaiian,breeze,mango,magic,and,pineapple,delight,are,the,smoothies,that,i've,tried,so,far,and,they're,all,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
went,for,lunch,-,service,was,slow	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,had,so,much,to,say,about,the,place,before,we,walked,in,that,he,expected,it,to,be,amazing,but,was,quickly,disappointed	,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,mortified	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
needless,to,say,we,will,never,be,back,here,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyways,the,food,was,definitely,not,filling,at,all,and,for,the,price,you,pay,you,should,expect,more	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,chips,that,came,out,were,dripping,with,grease,and,mostly,not,edible	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wasn't,really,impressed,with,strip,steak	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
have,been,going,since,2007,and,every,meal,has,been,awesome	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
our,server,was,very,nice,and,attentive,as,were,the,other,serving,staff	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cashier,was,friendly,and,even,brought,the,food,out,to,me	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,work,in,the,hospitality,industry,in,paradise,valley,and,have,refrained,from,recommending,cibo,any,longer	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,atmosphere,here,is,fun	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would,not,recommend,to,others	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,is,quick,and,even,"""to","go""",orders,are,just,like,we,like,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,mean,really,how,do,you,get,so,famous,for,your,fish,and,chips,when,it's,so,terrible	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that,said,our,mouths,and,bellies,were,still,quite,pleased	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,my,thing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,thumbs,up	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
