,word_minus_3,word_minus_2,word_minus_1,word,next_word
1932,none,of,the,rolls,had
1933,actually,rare,for,me,to
1934,the,phone,is,all,lightweight
1935,,,,their,frozen
1936,,,but,this,understated
1937,,i,saw,it,as
1938,lines,and,plot,is,weaker
1939,,,,it,is
1940,plastic,creaks,like,an,old
1941,good,at,the,time,
1942,i,don't,care,how,cool
1943,he,stayed,professional,and,friendly
1944,,the,phone,crashed,completely
1945,,paying,$785,for,a
1946,few,weeks,ago,and,it
1947,about,it,at,all,
1948,of,'so,bad,it,is
1949,this,blueant,supertooth,hands-free,phone
1950,2,weeks,then,break	,
1951,,i,would,avoid,this
1952,short,into,a,feature,length
1953,were,in,that,box,and
1954,far,from,a,sushi,connoisseur
1955,my,jabra350,bluetooth,headset,is
1956,,,,not,good
1957,the,time,it,took,to
1958,it,holds,a,charge,for
1959,,we,asked,for,the
1960,i,would,give,it,zero
1961,to,tell,a,worthy,moral
1962,so,don't,go,there,if
1963,were,good,at,the,time
1964,outside,and,moist,chicken,on
1965,sprint,-,terrible,customer,service	
1966,small,great,film,and,that's
1967,,all,i,can,do
1968,,i,will,never,go
1969,,never,going,back	,
1970,the,gently,menacing,violin-playing,anatomist
1971,understand,why,he,would,consider
1972,it's,kind,of,embarrassing,to
1973,italian,thrillers,of,the,early
1974,i,was,bored,and,didn't
1975,to,fall,head-over-heels,in,love
1976,more,pleased,with,the,quality
1977,when,going,from,the,original
1978,too,bad,that,everyone,else
1979,,,if,that,bug
1980,a,very,good,film,indeed
1981,the,workers,are,not,always
1982,,,,service,was
1983,often,funny,and,occasionally,touching
1984,especially,if,you,cannot,plug
1985,banana,was,not,only,ripped
1986,movies,from,the,90's,mainly
1987,twice,and,the,food,was
1988,,the,case,is,a
1989,and,noticed,that,it,only
1990,cases,i've,tried,normally,fall
1991,first,visit,to,hiro,was
1992,,the,cocktails,are,all
1993,low,quality,sound,and,the
1994,was,a,riot,to,see
1995,twice,and,the,food,was
1996,very,strange,ticking,noises,before
1997,interplay,and,development,of,the
1998,line,performances,,	,
1999,cast,and,for,the,super-intelligent
2000,was,grtting,a,good,deal
2001,albondigas,soup,-,which,was
2002,the,texture,was,just,nasty	
2003,time,the,phone,doesn't,wake
2004,is,clear,and,the,people
2005,breakfast,(just,check,out,a
2006,,then,as,if,i
2007,could,improve,is,the,sound
2008,and,emilio,contains,the,same
2009,junk,that,broke,after,being
2010,,my,salad,had,a
2011,not,recommend,this,place	,
2012,you,clearly,can,see,
2013,a,very,good,film,indeed
2014,were,helpful,to,me	,
2015,unit,broke)-,i'm,not,too
2016,,,i,just,don't
2017,it,quit,working,after,i'd
2018,junk,i,lose,more,calls
2019,the,place,before,we,walked
2020,the,onion,rings,were,perfection
2021,lasts,only,a,few,hours	
2022,new,battery,below,two,bars
2023,,,,a,must
2024,i,found,kabuki,to,be
2025,are,just,watching,a,movie
2026,,worst,thai,ever	,
2027,utterly,without,merit,on,any
2028,convenient,since,we,were,staying
2029,is,beyond,me:,the,acting
2030,,,jawbone,era,is
2031,,does,everything,it,should
2032,no,depth,of,imagination,
2033,only,place,good,for,this
2034,quite,poor,compared,with,the
2035,,,so,they,performed	
2036,baba,ganoush,(it's,amazing,what
2037,fits,my,surefire,gx2,perfectly	
2038,the,onion,rings,were,perfection
2039,,,,i,as
2040,activesync,42,for,optimal,data
2041,the,best,movies,ever,
2042,the,khao,soi,is,a
2043,videos,at,a,time,and
2044,food,from,here,anytime,soon
2045,cell,phone,right,away,when
2046,,,,we,ordered
2047,don't,understand,how,this,garbage
2048,scary,villains,i,have,ever
2049,,,,simply,beautiful
2050,in,a,slow,pace	,
2051,did,when,it,was,new	
2052,as,ease,of,using	,
2053,you,appreciate,the,subtle,layers
2054,,,tasted,like,dirt	
2055,from,the,best,part,of
2056,visit,and,especially,enjoyed,the
2057,case,is,of,exceptional,quality
2058,,,,as,always
2059,all,the,actors,deliver,their
2060,and,had,a,completely,delightful
2061,,,,there,was
2062,,the,phone,is,sturdy
2063,there,was,absolutely,no,warmth
2064,,,it's,like,a
2065,due,to,this,happening,on
2066,first-person,shooters,since,the,audio
2067,included,5,tastings,and,2
2068,in,quantity,or,flavor	,
2069,townsend),better,than,cruise's,attempt
2070,either,way,it,sucks,
2071,,it,has,a,very
2072,,,before,i,go
2073,,,,fans,of
2074,is,not,distracting,at,all	
2075,,its,well-designed,and,very
2076,movies,,"	
it's",just,lame
2077,,at,first,glance,it
2078,song,that,keeps,running,through
2079,my,husband,and,i,were
2080,outside,(exterior),display,very,cool	
2081,at,all,,	,
2082,shipped,my,product,very,promptly
2083,,it,is,super,charged
2084,action,scenes,in,it,and
2085,a,phone,is,reasonably,good7	
2086,just,had,lunch,here,and
2087,and,i'm,giving,it,5
2088,just,like,we,like,it	
2089,whiny,spoiled,brat,babysitting,
2090,disappointing,dinner,we,went,elsewhere
2091,crowd,around,mid,30s,and
2092,bisque,bussell,sprouts,risotto,filet
2093,,,,i,can't
2094,,,problem,is,that
2095,anything,more,from,a,movie
2096,what,a,great,double,cheeseburger	
2097,when,wearing,a,hat,or
2098,effects,etcit's,all,wrong,
2099,,,,battery,charge-life
2100,downloading,ringtones,or,performing,any
2101,think,you,get,what,you
2102,is,full,of,wonderful,dancing
2103,,,,how,this
2104,,but,the,duet,between
2105,(which,offers,better,and,more
2106,the,only,good,thing,was
2107,ground,right,next,to,our
2108,,,the,battery,is
2109,find,better,movies,at,youtube
2110,a,seriously,solid,breakfast,here	
2111,was,a,joke,and,didn't
2112,,,this,is,essentially
2113,as,others,have,mentioned	,
2114,otherwise,don't,even,waste,your
2115,because,it,was,so,small
2116,,i,have,2-3,bars
2117,the,menu,is,terrific,and
2118,also,bad,he,barely,touched
2119,on,it's,loudest,setting	,
2120,wind,and,the,lion,is
2121,worth,watching,was,the,scenery
2122,,,,i,bought
2123,continuity,errors:,one,other,user
2124,,,for,service,i
2125,i,ate,there,twice,on
2126,to,distract,male,the,attempts
2127,sound,in,ear,plugs	,
2128,famous,for,your,fish,and
2129,,,,other,than
2130,your,staff,spends,more,time
2131,this,film,and,oh,not
2132,is,a,fine,dining,establishment	
2133,received,it,quickly,and,it
2134,,,waited,and,waited
2135,and,fulci,should,have,stayed
2136,,,,an,italian
2137,,,terrible,phone,holder	
2138,who--,maybe--,has,written,a
2139,and,didn't,care,what,happened
2140,not,make,phone,too,bulky	
2141,of,the,most,important,whoever
2142,two,tacos,don't',you,think
2143,character,is,a,man,who
2144,phone,in,the,living,room
2145,work,for,their,freedom,
2146,the,gyros,was,missing	,
2147,a,new,nokia,phone,which
2148,self-respecting,rpger,there,is,
2149,,how,this,piece,of
2150,the,"""gold","standard""",a,$17
2151,burger,on,a,friend's,recommendation
2152,much,disappointed,with,this,company	
2153,i,am,pretty,happy,with
2154,a,better,overall,dish,but
2155,where,with,other,phones,i
2156,however-the,riingtones,are,not,the
2157,in,phoenix,that,i,would
2158,staff,is,great,the,food
2159,at,nobu,so,this,place
2160,can,recommend,it,for,insomniacs
2161,,,,i'm,not
2162,its,collective,heads,in,the
2163,,,the,result,is
2164,this,product,is,wrongfirst	,
2165,just,cross,the,line,from
2166,is,in,the,area,(;	
2167,you,prefer,it,that,way	
2168,breaks,really,easy,on,this
2169,there's,a,horrible,tick,sound
2170,it,was,so,bad,i
2171,i,couldn't,receive,and,place
2172,i,came,back,today,since
2173,was,slow,and,not,attentive	
2174,plot,it,holds,your,complete
2175,is,an,amazing,film,artist
2176,,,,they,were
2177,she,is,,	,
2178,boyfriend,and,i,came,here
2179,truck,into,these,holes,
2180,they,also,have,the,best
2181,,,the,story,unfolds
2182,see,for,anyone,with,no
2183,on,their,menu,is,worth
2184,which,is,very,high,quality
2185,,,i,don't,understand
2186,,,,very,disappointed	
2187,i,used,bitpim,(a,free
2188,i,don't,think,it,would
2189,,my,experience,was,terrible
2190,which,goes,well,beyond,being
2191,pull,out,the,earphone,and
2192,,everything,worked,on,the
2193,by,any,stretch,of,the
2194,service,from,t-mobile,	,
2195,i,use,the,thing,the
2196,product,is,very,high,quality
2197,,,i'm,really,disappointed
2198,,,was,not,happy	
2199,i,will,absolutely,be,back	
2200,,i'm,trying,to,return
2201,if,you,want,to,wait
2202,,,,not,nearly
2203,really,awful,,	,
2204,truly,understand,and,become,their
2205,we,expected,but,it,sucked
2206,dance,under,the,stars,
2207,tips,are,really,great	,
2208,it's,still,wild,stuff,though
2209,friendly,and,even,brought,the
2210,provoking,mindblowing,experience,this,film
2211,a,six,year,old	,
2212,included,from,the,description,are
2213,didn't,enjoy,is,that,the
2214,we,waited,an,hour,for
2215,,i,love,their,fries
2216,battery,-,good,buy	,
2217,totally,predictable,,	,
2218,it's,close,to,my,house
2219,service,i,received,and,no
2220,and,the,sound,quality,is
2221,didn't,really,work,for,their
2222,north,scottsdale,and,i,was
2223,,,this,case,seems
2224,,talk,about,great,customer
2225,definitely,did,not,taste,fresh	
2226,to,round,up,to,4
2227,better,than,the,other,ayce
2228,that,time,,	,
2229,,,,i,was
2230,characters,the,supposedly,special,effects
2231,,editing:,the,editing,of
2232,of,the,cailles,en,sarcophage
2233,here,did,not,feel,like
2234,,,,the,service
2235,this,is,one,of,the
2236,bland,and,the,vegetables,were
2237,to,relax,and,have,an
2238,were,perfection,or,as,close
2239,and,now,that,i've,got
2240,all,enjoy,their,clarity,and
2241,headphones,we,just,obviously,don't
2242,think,is,the,case)	,
2243,akasha,in,places,compelling,(her
2244,,,not,good,enough
2245,,,the,acting,sucks
2246,and,i,want,my,damn
2247,coupon,from,amazon,and,i'm
2248,for,the,bottom,row,is
2249,was,my,first,crawfish,experience
2250,enterprise,to,find,god,(seriously)
2251,,,,the,dining
2252,is,inside,of,the,excalibur
2253,,,the,mic,is
2254,first,time,i,ever,came
2255,,,,it's,dumb
2256,to,the,palate,of,a
2257,a,whole,bunch,of,interesting
2258,,,the,bt,headset
2259,even,says,hi,for,the
2260,menus,handed,to,the,ladies
2261,forgot,to,also,mention,the
2262,only,likes,beer,ice,cold
2263,what,is,in,many,ways
2264,because,they,made,most,of
2265,tasted,old,super,chewy,in
2266,was,also,very,quick	,
2267,and,totally,believable,because,he
2268,horrible,show,,	,
2269,,unfortunately,it,did,not
2270,,,loved,the,casting
2271,holiday,off,rick,steve,recommendation
2272,postinos,hope,your,experience,is
2273,,,trying,to,make
2274,best,hot,dog,in,the
2275,a,strong,rubber/petroleum,smell,that
2276,,,what,the,hell
2277,my,trips,to,phoenix	,
2278,words,this,is,one,of
2279,an,exercise,in,frustration	,
2280,,,i,only,hear
2281,also,great,to,see,that
2282,build,unlike,some,cheap,s***
2283,and,i,imagine,smashburger,will
2284,,very,clear,quality,sound
2285,,the,film,is,well
2286,quality,is,excellent,for,a
2287,,,verizon,tech,support
2288,really,good,and,i,got
2289,melodrama,and,horrible,acting,a
2290,for,optimal,data,synchronization,results	
2291,is,not,distracting,at,all	
2292,front,of,it,and,you
2293,holster,that,arrived,did,not
2294,i,thought,i,was,grtting
2295,soups,were,absolutely,5,stars	
2296,however,the,ear,pads,come
2297,love,the,long,battery,life	
2298,and,this,great,actor,gives
2299,unnecessary,train/roller,coaster,scene,
2300,it,opens,the,battery,connection
2301,good,prices,were,good	,
2302,is,an,outstanding,little,restaurant
2303,already,seen,one,of,miyazaki's
2304,staying,at,the,mgm	,
2305,,,gave,up,trying
2306,have,always,used,corded,headsets
2307,,,,yes,this
2308,it,and,very,little,comedy
2309,,,,disappointing	,
2310,you,like,a,loud,buzzing
2311,the,san,francisco,bay,area	
2312,,come,hungry,leave,happy
2313,fan,of,rpg,games,too
2314,server,was,very,nice,and
2315,special,thanks,to,dylan,t
2316,,i,saw,this,short
2317,kitchen,counter,and,it,was
2318,,,this,is,one
2319,,,,it,doesn't
2320,macarons,here,are,insanely,good	
2321,for,the,bill,to,leave
2322,,it's,close,to,my
2323,glance,it,is,a,lovely
2324,,,it's,hard,not
2325,they,had,one,in,philadelphia	
2326,and,have,told,many,people
2327,getting,food,from,here,anytime
2328,i,bought,some,for,the
2329,restaurant,that,serves,a,egg
2330,(stuart,townsend),better,than,cruise's
2331,i've,missed,numerous,calls,because
2332,prices,are,very,reasonable,flavors
2333,up,some,amazing,dialog,about
2334,guys,all,had,steaks,and
2335,that,is,no,bigger,than
2336,,,,better,than
2337,,,,this,place
2338,given,to,the,prelude,however
2339,bad,to,say,about,it
2340,lemon,raspberry,ice,cocktail,which
2341,not,long,enough,in,motorola
2342,it,was,a,drive,to
2343,i,was,not,one,bit
2344,bakery,cafe,-,nice,ambiance
2345,all,nokia,bar,phones,are	
2346,of,hard,to,mess,up
2347,number,of,times,for,the
2348,fries,and,their,beans	,
2349,fast,running,time,it,does
2350,don't,think,it,would,hold
2351,,,,i,didn't
2352,,,,i,dressed
2353,go,back,to,this,place
2354,is,a,comfortable,fit	,
2355,,,,this,is
2356,cheeseburger,&,got,a,single
2357,for,an,entire,day	,
2358,item,is,great,installed,it
2359,worth,the,$3,i,paid	
2360,"""whoa",-,is,that,the
2361,&,just,plain,yucky	,
2362,inside,with,a,nice,char
2363,ac,charger,are,included,to
2364,broke)-,i'm,not,too,fond
2365,,,,both,actors
2366,,,who,in,their
2367,heard,of,any,of,them
2368,debut,but,the,pacing,the
2369,great,way,to,finish,a
2370,building,was,freezing,cold	,
2371,taped,the,entire,thing,
2372,is,a,movie,i,really
2373,was,outstanding,and,the,prices
2374,built,one,of,the,most
2375,be,as,mst3k,fodder,
2376,young,was,played,which,evokes
2377,i'll,put,this,gem,up
2378,a,lot,of,compliments,on
2379,wall,has,great,mexican,street
2380,characters,subtle,desperation,and,escapism;
2381,everyone,is,treated,equally,special	
2382,,,reversible,plug,works
2383,pc,(using,a,usb,bluetooth
2384,few,places,to,eat,that
2385,,problem,is,that,the
2386,moments,in,the,movie,that
2387,the,phone,out,to,turn
2388,,this,is,my,new
2389,,i,wasn't,really,impressed
2390,was,the,slow,service	,
2391,,the,sound,quality,for
2392,that,doesn't,interest,in,the
2393,double,cheeseburger,&,got,a
2394,bluetooth,headset,for,sound,quality	
2395,,,the,service,was
2396,take,the,battery,out,of
2397,,,,on,a
2398,,food,was,average,at
2399,and,have,told,many,people
2400,only,had,this,a,month
2401,outside,so,you,can,only
2402,good,actor,,	,
2403,,one,character,is,totally
2404,to,get,our,food,only
2405,and,most,obvious,blue/green-screen,work
2406,a,while,then,started,having
2407,,the,dining,space,is
2408,were,thin,not,thick,and
2409,,,it,really,is
2410,,the,servers,went,back
2411,,,great,place,fo
2412,it,play,it,enjoy,it
2413,,,this,is,a
2414,after,3,months,screen,just
2415,only,vegas,buffet,and,it
2416,,the,price,was,very
2417,slide,around,my,car,now
2418,,,i,loved,the
2419,,,this,place,is
2420,so,charismatic,actor,on,screen
2421,chicken,was,so,tender,and
2422,by,some,nice,folks	,
2423,be,part,of,customer,service
2424,,i,wouldn't,return	,
2425,,the,calls,drop,the
2426,,in,particular,the,relationship
2427,ramsey's,steak,is,a,place
2428,,,the,screen,does
2429,doesn't,turn,on,like,it
2430,having,these,in,my,ear	
2431,movie,store,it's,not,even
2432,activesync,42,for,optimal,data
2433,,,,it,is
2434,the,acting,was,poor,and
2435,it,should,and,more	,
2436,on,my,last,visit,and
2437,the,worst,version,of,these
2438,both,of,the,egg,rolls
2439,,,i,don't,think
2440,could,predict,the,dialog,verbatim
2441,pleasant,and,enthusiastic,-,a
2442,this,place,is,awesome,if
2443,sort,of,thought,provoking,film
2444,seeingâ…,it's,the,sort,of
2445,it,too,bad,as,again
2446,the,last,several,years,-
2447,,,the,results,well
2448,duet,from,don,giovanni,that
2449,obviously,don't,share,enough,dna
2450,,,,i,just
2451,cannot,compete,with,new,software
2452,it,has,too,many,issues
2453,,,wow,loved,this
2454,i,went,on,motorola's,website
2455,2160,from,tracfone,holds,the
2456,,,the,menu,is
2457,,the,performances,are,not
2458,,constantine,gives,everything,the
2459,battery,is,holding,up,well	
2460,,everything,about,this,product
2461,area/,great,simple,drink,menu/
2462,,,those,burgers,were
2463,with,a,fabulous,vinegrette	,
2464,was,fresh,and,delicious	,
2465,cooked,to,perfection,and,the
2466,(one,of,the,least,scary
2467,30,min,to,get,their
2468,complaint,is,the,standard,sound
2469,,favorite,place,in,town
2470,emilio,contains,the,same,wonderful
2471,that's,right,,	,
2472,stereotypes,(or,predictably,reverse-stereotypes),
2473,,,,i'll,take
2474,who,said,he's,had,better
2475,drag,and,the,heroes,didn't
2476,are,certainly,very,comfortable,and
2477,my,gyro,was,basically,lettuce
2478,with,different,brand,cell,phones/mp3
2479,mind,to,the,brilliance,it
2480,lock,out,after,a,few
2481,and,i,got,home,she
2482,casino,before,will,never,ever
2483,the,touching,drama,and,hilarious
2484,story,and,bad,acting,
2485,,,,the,microphone
2486,,,,the,best
2487,at,the,table,next,to
2488,chips,with,bacon,bits,on
2489,seeingâ…,it's,the,sort,of
2490,no,one,even,says,hi
2491,,good,show,samsung	,
2492,was,the,best,steak,he's
2493,close,to,my,house,it's
2494,the,point,is,the,journey
2495,camera,although,rated,at,an
2496,is,quite,poor,compared,with
2497,his,homework,because,all,references
2498,usually,don't,even,have,to
2499,solid,acting,and,effective,music
2500,,,,i,could
2501,that,being,said,for,a
2502,,,bland,and,flavorless
2503,to,describe,how,bad,my
2504,see,the,driest,damn,wings
2505,,"	
",the,structure,of
2506,,,after,arguing,with
2507,in,many,ways,a,modern
2508,while,it,is,on,my
2509,best,brick,oven,pizza,with
2510,off,for,me,&,i
2511,#2,it,is,comfortable	,
2512,literally,had,zero,taste	,
2513,go,outside,for,a,smoke
2514,street,tacos,and,friendly,staff	
2515,girl,was,complain,that,some
2516,with,my,moto,q,go
2517,,,,i,even
2518,good,beef,cooked,just,right	
2519,i,had,to,wait,over
2520,,it,didn't,work,people
2521,talk,to,the,manager,but
2522,this,bodes,for,them,going
2523,,,,when,i
2524,also,decided,not,to,send
2525,aspect,about,using,a,case	
2526,,,when,i,received
2527,of,direction,meant,that,scene
2528,look,for,authentic,thai,food
2529,particular,location,was,not,so
2530,no,clue,as,to,which
2531,,,one,nice,thing
2532,product,to,be,waaay,too
2533,told,friends,they,had,the
2534,fairly,quiet,i,have,trouble
2535,my,surefire,gx2,perfectly	,
2536,dribble,watched,it,before,putting
2537,replacement,died,in,a,few
2538,movie,makers,who,aren't,in
2539,boost,from,the,fine,performance
2540,if,you,want,a,movie
2541,if,you,pushed,it,hard
2542,this,is,an,excellent,tool
2543,authentic,leather,with,nice,shine
2544,,,,highly,unrecommended
2545,the,only,redeeming,quality,of
2546,embarrassing,how,child-like,the,company
2547,wayne,did,an,incredible,job
2548,,,,he,came
2549,comforting,to,know,that,miyazaki
2550,prevents,my,phone,from,slipping
2551,igo,chargers,and,tips,are
2552,as,much,as,this,one
2553,shouldn't,make,headphones,we,just
2554,i,thought,his,acting,was
2555,it,touches,your,ear,and
2556,on,every,call,i,was
2557,,why,are,these,sad
2558,and,eighth,film,for,studio
2559,and,it,was,a,madhouse	
2560,movie,which,should,have,been
2561,first,time,there,and,might
2562,but,i,think,you,get
2563,little,slow,,considering,that
2564,friends,and,i,had,basically
2565,,,,so,we
2566,talk,on,it,for,-
2567,spinn,(with,case),and,it
2568,not,replenished,&,just,plain
2569,a,charge,for,a,long
2570,,,the,scenes,with
2571,and,very,eye,catching	,
2572,,,,i,have
2573,that,is,wasted,properly,
2574,,,we,would,recommend
2575,is,at,the,end,but
2576,usb,cable,did,not,work
2577,super,nice,and,very,quick
2578,,,,i,got
2579,wit,hit,dropping,signal,and
2580,than,the,hard,plastic,cases	
2581,they,never,brought,a,salad
2582,worked,on,the,first,trythe
2583,at,the,mandalay,bay	,
2584,with,my,meal,were,dried
2585,back,and,wouldn't,recommend,it	
2586,kind,it,is,but,they
2587,the,leaf,spring,back,in
2588,,,,steer,clear
2589,best,quality,(for,both,me
2590,was,bored,and,didn't,care
2591,the,southern,california,desert,using
2592,,,,last,time
2593,of,anti-glare,screen,protector,that
2594,,,,food,was
2595,,,bad,fit,way
2596,sat,another,ten,minutes,and
2597,last,forever,but,is,not
2598,food,was,great,and,so
2599,,,judith,light,is
2600,,,,he,was
2601,the,perfect,amount,of,heat	
2602,,,,check,it
2603,very,slow,at,seating,even
2604,was,clear,that,she,had
2605,google,mediocre,and,i,imagine
2606,and,i,ended,up,having
2607,,,i,love,the
2608,belt,and,keeping,the,iphone
2609,to,follow,and,concentrate,on
2610,,,,con:,spotty
2611,never,condescends,all,the,characters
2612,it,is,"""out",of,"warranty"""
2613,,,new,battery,works
2614,loved,the,casting,of,jimmy
2615,,,,pretty,piece
2616,for,everyone,to,see	,
2617,just,to,place,our,order
2618,,,,an,excellent
2619,the,writing,and,directing,make
2620,do,wish,for,just,a
2621,,,the,only,reason
2622,and,most,obvious,blue/green-screen,work
2623,great,and,we,had,perfect
2624,i,ordered,the,voodoo,pasta
2625,felt,like,their,guest,for
2626,a,subject,of,talk,the
2627,,unreliable,-,i'm,giving
2628,one,best,th,game,in
2629,the,best,seafood,plate,i
2630,place,is,really,similar,for
2631,,,,linda,cardellini
2632,is,appalling,,	,
2633,insulted,and,disrespected,how,could
2634,it's,not,even,a,real
2635,set,will,probably,not,appreciate
2636,cannot,make,up,for,a
2637,,,love,this,place
2638,has,been,so,cheaply,made	
2639,i've,owned,this,phone,for
2640,world,and,is,certainly,a
2641,the,grilled,chicken,was,so
2642,,,,for,that
2643,where,my,unit,broke)-,i'm
2644,,,,very,prompt
2645,,,,the,movie
2646,,,,yeah,the
2647,my,next,phone,is	,
2648,,but,when,i,check
2649,on,the,cliff,by,the
2650,did,not,even,apologize,for
2651,sad,movie,but,very,good
2652,,,,great,price
2653,was,excellent,and,works,better
2654,data,managementoh,be,sure,to
2655,about,taste,like,a,sugary
2656,would,be,as,mst3k,fodder
2657,,,,awkward,to
2658,previous,phones,i,have,used	
2659,,will,not,be,back	
2660,,,everything,on,the
2661,a,long,time,since,i
2662,,,,good,beer
2663,a,dull,uninteresting,mess,this
2664,sorry,but,i,really,can't
2665,"	
ray",charles',life,provided,excellent
2666,,the,story,unfolds,in
2667,this,movie,,	,
2668,if,you,are,razr,owneryou
2669,i'll,leave,it,at,that	
2670,out,the,window,for,nothing	
2671,would,give,it,zero,stars	
2672,sucks,the,music,sucks,the
2673,,,this,place,deserves
2674,rude,customer,service,people,it
2675,and,usually,don't,even,have
2676,think,you,get,what,you
2677,it,is,the,best,charger
2678,,new,battery,works,great
2679,,,,i,can't
2680,my,supposedly,new,motorola,375
2681,gloveseverything,is,deep,fried,in
2682,,glad,i,didn't,pay
2683,,there,was,a,warm
2684,was,definitely,not,filling,at
2685,its,relation,to,the,primary
2686,had,the,lobster,bisque,soup
2687,,worst,software,ever,used
2688,this,cheap,little,phone	,
2689,and,might,just,be,the
2690,will,be,back,for,a
2691,,,,as,an
2692,bare,hands,no,gloveseverything,is
2693,everything,about,it,is,fine
2694,plug,it,in,and,it
2695,and,had,a,completely,delightful
2696,bought,it,at,around,8pm
2697,replacement,for,my,startac,and
2698,for,about,10,minutes,we
2699,of,quã©bec,,	,
2700,a,while,and,caused,me
2701,,,,i,will
2702,in,a,terrible,way,
2703,voice,recognition,thru,the,handset
2704,duck,was,tender,and,their
2705,,,highly,unrecommended,
2706,highly,recommend,this,case	,
2707,,,,once,your
2708,phone,tries,very,hard,to
2709,i,have,ever,seeen	,
2710,ever,saw,put,on,screen
2711,,,,the,headsets
2712,spicy,enough,so,be,sure
2713,room,on,the,sides	,
2714,,the,servers,are,not
2715,,,problem,is,that
2716,,,,what,a
2717,this,place,deserves,one,star
2718,after,10+,times,i,think
2719,restaurants,i,would,love,to
2720,the,fact,that,it,rests
2721,instruction,manual,is,lacking	,
2722,cool,because,most,cases,are
2723,real,killer,is,the,volume
2724,delivers,everything,almost,right,in
2725,not,recharge,my,iphone,4s
2726,it,was,a,business,lunch	
2727,,cute,quaint,simple,honest	
2728,a,great,job,of,this
2729,their,rotating,beers,on,tap
2730,,ordered,burger,rare,came
2731,avoid,during,our,next,trip
2732,is,one,of,the,most
2733,am,very,impressed,with,this
2734,which,we,expected,but,it
2735,â–,a,true,masterpiece,in
2736,like,chipotle,but,better	,
2737,,,,our,waiter
2738,by,any,stretch,of,the
2739,this,film,was,phenomenal,in
2740,completely,dead,on,my,headset	
2741,want,to,talk,to,the
2742,dialogue,with,his,potted,plants
2743,i,don't,think,you,will
2744,then,i,exchanged,for,the
2745,the,salad,was,stale	,
2746,,,service,sucks	,
2747,prepared,for,the,ordeal,that
2748,,,,that's,rightthe
2749,,,not,good,for
2750,the,window,for,nothing	,
2751,,the,bt,headset,was
2752,nicely,to,avoid,any,damage	
2753,heaven,is,a,terrific,film
2754,i,was,stupid,every,time
2755,that,monkeys,shouldn't,make,headphones
2756,no,additional,ear,gels,provided
2757,point,my,friends,and,i
2758,to,pair,with,my,samsung
2759,even,a,real,movie,
2760,only,2,others,there,eating	
2761,it,so,thumbs,up,there	
2762,way,out,when,it,comes
2763,in,the,hospitality,industry,in
2764,,,,i,was
2765,,,,it,feels
2766,i,especially,liked,the,non-cliche
2767,,,i,started,this
2768,,i've,lived,here,since
2769,,,,it,actually
2770,,,,great,pork
2771,,,,i,checked
2772,,,,just,consider
2773,,the,only,thing,i
2774,,,,i,had
2775,for,real,time,games,like
2776,long,that,mechanism,would,last	
2777,,,beautiful,styling,though	
2778,desserts,were,a,bit,strange	
2779,,,it's,like,a
2780,,i,like,design,and
2781,,,hour,54,minutes
2782,whenever,it,comes,on,tvnever
2783,service,was,good,prices,were
2784,at,times,,	,
2785,is,probably,the,most,important
2786,pink,and,tender,on,the
2787,i,don't,each,much,pasta
2788,up,before,a,night,of
2789,construction,of,the,headsets,is
2790,didn't,realize,how,wonderful,the
2791,,,what,the,hell
2792,pretentious,piece,of,s***,didn't
2793,is,a,wonderful,heartwarming,tale
2794,,,there,is,not
2795,will,never,ever,go,back
2796,,,,none,of
2797,feel,awkwardly,out,of,place	
2798,,they,made,this,case
2799,there,was,anything,left,watchable
2800,who,said,he's,had,better
2801,,,for,40,bucks
2802,working,well,as,a,replacement
2803,so,does,this,cheap,little
2804,,the,camera,on,the
2805,i've,had,no,trouble,accessing
2806,small,family,groups,etc	,
2807,,,the,scenery,that
2808,attitudes,towards,customers,and,talk
2809,family,relationships,and,marriage,
2810,dishes,after,going,there,a
2811,,the,chicken,wings,contained
2812,the,worst,in,the,series
2813,be,happy,you,did	,
2814,time,the,food,was,delicious	
2815,you,can,carry,out,the
2816,,,the,mic,is
2817,car,breaks,down,in,front
2818,the,most,was,the,fact
2819,plantronics,bluetooth,excelent,buy	,
2820,junk,that,broke,after,being
2821,on,phone,work,perfectly,she
2822,pda,into,a,real-world,useful
2823,that,it,is,difficult,to
2824,,,,what,a
2825,,,this,product,is
2826,food,is,rich,so,order
2827,bad,he,barely,touched,it	
2828,line,performances,,	,
2829,still,lasts,longer,than,thereplacement	
2830,crafted,by,paul,haggis,for
2831,bible,thumper,the,bad-ass,girl
2832,complaint,is,the,standard,sound
2833,this,was,a,largely,disappointing
2834,,,none,of,the
2835,fails,everywhere,,	,
2836,to,a,loyal,patron	,
2837,used,if,i,could,give
2838,pats,of,butter,mmmm	,
2839,the,worst,was,the,salmon
2840,and,yellow,from,the,saffron
2841,no,suspense,or,build-up,in
2842,remorse,on,this,one	,
2843,,,,waitress,was
2844,don't,waste,your,money	,
2845,quite,satisfied,with,this,purchase	
2846,holds,up,very,well	,
2847,excellent,cast,story,line,performances
2848,i,talk,to,on,it
2849,than,just,a,nostalgia,trip
2850,,,,penne,vodka
2851,it,at,around,8pm,i
2852,after,a,while,and,caused
2853,,,a,very,very
2854,this,movie,is,a,pure
2855,and,you,don't,have,to
2856,overwhelmed,with,all,of,our
2857,vegas,and,do,not,ever
2858,is,an,hour,and,half
